VAR,Variable,UNIT,Measure,Country,Year,Value
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Norway,2016,926
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Norway,2017,761
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Norway,2018,793
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Norway,2019,776
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Norway,2020,893
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Norway,2021,1115
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Norway,2022,988
TOBATBCT,Tobacco consumption,NBPFUMNB,Cigarettes per smoker per day,Norway,2010,11.5
TOBATBCT,Tobacco consumption,NBPFUMNB,Cigarettes per smoker per day,Norway,2011,13.3
TOBATBCT,Tobacco consumption,NBPFUMNB,Cigarettes per smoker per day,Norway,2012,12.7
TOBATBCT,Tobacco consumption,NBPFUMNB,Cigarettes per smoker per day,Norway,2013,12.9
TOBATBCT,Tobacco consumption,NBPFUMNB,Cigarettes per smoker per day,Norway,2014,12.6
TOBATBCT,Tobacco consumption,NBPFUMNB,Cigarettes per smoker per day,Norway,2015,12.1
TOBATBCT,Tobacco consumption,NBPFUMNB,Cigarettes per smoker per day,Norway,2016,11.3
TOBATBCT,Tobacco consumption,NBPFUMNB,Cigarettes per smoker per day,Norway,2017,11.6
TOBATBCT,Tobacco consumption,NBPFUMNB,Cigarettes per smoker per day,Norway,2018,11.7
TOBATBCT,Tobacco consumption,NBPFUMNB,Cigarettes per smoker per day,Norway,2019,11.9
TOBATBCT,Tobacco consumption,NBPFUMNB,Cigarettes per smoker per day,Norway,2020,12.5
TOBATBCT,Tobacco consumption,NBPFUMNB,Cigarettes per smoker per day,Norway,2021,11.8
TOBATBCT,Tobacco consumption,NBPFUMNB,Cigarettes per smoker per day,Norway,2022,10.8
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Norway,2010,19
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Norway,2011,18
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Norway,2012,16
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Norway,2013,14
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Norway,2014,13
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Norway,2015,13
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Norway,2016,11
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Norway,2017,10
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Norway,2018,11
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Norway,2019,9
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Norway,2020,9
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Norway,2021,9
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Norway,2022,8
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Norway,2010,19
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Norway,2011,17
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Norway,2012,16
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Norway,2013,15
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Norway,2014,14
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Norway,2015,13
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Norway,2016,13
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Norway,2017,12
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Norway,2018,12
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Norway,2019,9
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Norway,2020,9
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Norway,2021,6
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Norway,2022,7
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Norway,2010,19
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Norway,2011,17
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Norway,2012,16
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Norway,2013,15
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Norway,2014,13
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Norway,2015,13
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Norway,2016,12
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Norway,2017,11
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Norway,2018,12
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Norway,2019,9
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Norway,2020,9
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Norway,2021,8
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Norway,2022,7
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Norway,2010,12
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Norway,2011,11
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Norway,2012,7
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Norway,2013,7
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Norway,2014,5
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Norway,2015,4
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Norway,2016,3
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Norway,2017,3
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Norway,2018,3
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Norway,2019,2
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Norway,2020,1
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Norway,2021,1
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Norway,2022,2
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Norway,2010,10
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Norway,2011,9
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Norway,2012,6
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Norway,2013,8
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Norway,2014,6
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Norway,2015,5
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Norway,2016,5
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Norway,2017,5
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Norway,2018,5
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Norway,2019,2
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Norway,2020,2
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Norway,2021,2
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Norway,2022,4
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Norway,2010,14
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Norway,2011,13
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Norway,2012,8
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Norway,2013,6
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Norway,2014,4
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Norway,2015,3
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Norway,2016,2
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Norway,2017,1
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Norway,2018,2
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Norway,2019,1
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Norway,2020,1
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Norway,2021,1
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Norway,2022,0
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Poland,2014,1229
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Poland,2019,1205
TOBATBCT,Tobacco consumption,NBPFUMNB,Cigarettes per smoker per day,Poland,2014,15.5
TOBATBCT,Tobacco consumption,NBPFUMNB,Cigarettes per smoker per day,Poland,2019,15.2
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Poland,2014,17.2
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Poland,2019,14.1
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Poland,2014,28.8
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Poland,2019,20.8
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Poland,2014,22.7
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Poland,2019,17.1
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Poland,2014,14
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Poland,2019,11.3
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Poland,2014,18.2
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Poland,2019,13
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Poland,2014,9.5
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Poland,2019,9.5
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Portugal,2014,10.9
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Portugal,2019,9
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Portugal,2014,23.5
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Portugal,2019,20.2
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Portugal,2014,16.8
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Portugal,2019,14.2
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Portugal,2014,15.1
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Portugal,2019,12.4
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Portugal,2014,18.1
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Portugal,2019,17.2
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Portugal,2014,12
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Portugal,2019,9.6
TOBATBCT,Tobacco consumption,NBPFUMNB,Cigarettes per smoker per day,Slovak Republic,2014,13
TOBATBCT,Tobacco consumption,NBPFUMNB,Cigarettes per smoker per day,Slovak Republic,2019,13
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Slovak Republic,2014,15.8
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Slovak Republic,2019,15.4
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Slovak Republic,2014,30.4
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Slovak Republic,2019,26.9
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Slovak Republic,2014,22.9
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Slovak Republic,2019,21
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Slovak Republic,2014,18.5
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Slovak Republic,2019,16.2
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Slovak Republic,2014,22.7
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Slovak Republic,2019,19
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Slovak Republic,2014,14.2
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Slovak Republic,2019,13.3
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Spain,2010,2142.8
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Spain,2011,1855.6
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Spain,2012,1719.1
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Spain,2013,1577.8
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Spain,2014,1548
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Spain,2015,1537.5
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Spain,2016,1533.5
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Spain,2017,1477.5
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Spain,2018,1469.8
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Spain,2019,1472.8
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Spain,2020,1486.5
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Spain,2021,1486
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Spain,2022,1519.9
TOBATBCT,Tobacco consumption,NBPFUMNB,Cigarettes per smoker per day,Spain,2011,13.8
TOBATBCT,Tobacco consumption,NBPFUMNB,Cigarettes per smoker per day,Spain,2014,13.2
TOBATBCT,Tobacco consumption,NBPFUMNB,Cigarettes per smoker per day,Spain,2017,12.3
TOBATBCT,Tobacco consumption,NBPFUMNB,Cigarettes per smoker per day,Spain,2020,12
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Spain,2011,20.2
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Spain,2014,18.6
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Spain,2017,18.8
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Spain,2020,16.5
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Spain,2011,27.9
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Spain,2014,27.6
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Spain,2017,25.6
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Spain,2020,23.3
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Spain,2011,23.9
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Spain,2014,23
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Spain,2017,22.1
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Spain,2020,19.8
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Spain,2011,21.7
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Spain,2014,18.5
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Spain,2017,17.6
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Spain,2020,15.2
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Spain,2011,22.5
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Spain,2014,21.4
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Spain,2017,20
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Spain,2020,18.3
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Spain,2011,20.9
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Spain,2014,15.5
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Spain,2017,15.1
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Spain,2020,12
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Sweden,2010,12.5
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Sweden,2011,12.4
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Sweden,2012,13.1
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Sweden,2013,11.7
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Sweden,2014,12.1
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Sweden,2015,10.7
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Sweden,2016,11.2
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Sweden,2017,10.3
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Sweden,2018,9.2
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Sweden,2019,10.6
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Sweden,2020,8.7
TOBATBCT,Tobacco consumption,PDLSFMTF,% of females aged 15+ who are daily smokers,Sweden,2021,9.1
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Sweden,2010,14.7
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Sweden,2011,13.9
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Sweden,2012,12.4
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Sweden,2013,9.8
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Sweden,2014,11.7
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Sweden,2015,11.7
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Sweden,2016,10.6
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Sweden,2017,10.5
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Sweden,2018,11
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Sweden,2019,10.1
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Sweden,2020,10.2
TOBATBCT,Tobacco consumption,PDLSHOTH,% of males aged 15+ who are daily smokers,Sweden,2021,10.2
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Sweden,2010,13.6
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Sweden,2011,13.1
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Sweden,2012,12.8
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Sweden,2013,10.7
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Sweden,2014,11.9
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Sweden,2015,11.2
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Sweden,2016,10.9
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Sweden,2017,10.4
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Sweden,2018,10.1
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Sweden,2019,10.4
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Sweden,2020,9.5
TOBATBCT,Tobacco consumption,PDLSTOTX,% of population aged 15+ who are daily smokers,Sweden,2021,9.7
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Sweden,2010,12.4
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Sweden,2011,12.3
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Sweden,2012,12.5
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Sweden,2013,11.2
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Sweden,2014,11.5
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Sweden,2015,9.1
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Sweden,2016,7.9
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Sweden,2017,10.7
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Sweden,2018,8.6
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Sweden,2019,7.1
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Sweden,2020,6.9
TOBATBCT,Tobacco consumption,YNGPPTPC,% of population aged 15-24 years old who are daily smokers,Sweden,2021,8.6
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Sweden,2010,10.5
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Sweden,2011,10
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Sweden,2012,12.9
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Sweden,2013,11.1
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Sweden,2014,10.2
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Sweden,2015,6.8
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Sweden,2016,7.7
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Sweden,2017,12.4
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Sweden,2018,9.1
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Sweden,2019,7.7
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Sweden,2020,7
TOBATBCT,Tobacco consumption,YNGPPHPH,% of males aged 15-24 years old who are daily smokers,Sweden,2021,10.2
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Sweden,2010,14.4
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Sweden,2011,14.8
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Sweden,2012,12
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Sweden,2013,11.4
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Sweden,2014,12.8
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Sweden,2015,11.5
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Sweden,2016,8
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Sweden,2017,8.9
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Sweden,2018,8.1
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Sweden,2019,6.5
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Sweden,2020,6.8
TOBATBCT,Tobacco consumption,YNGPPFPF,% of females aged 15-24 years old who are daily smokers,Sweden,2021,6.9
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Switzerland,2010,1796
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Switzerland,2011,1701
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Switzerland,2012,1681
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Switzerland,2013,1570
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Switzerland,2014,1470
TOBATBCT,Tobacco consumption,GRPPERQT,Grams per capita (15+),Switzerland,2015,1406
